Material	PS	D	 Power	 Speed	Hatch 	LT	SS	GF	RD 
1.00	27.82	7.86	200.00	1300.00	0.08	0.03	0.10	25.00	98.54
1.00	27.82	7.80	200.00	1500.00	0.08	0.03	0.10	25.00	97.70
1.00	27.82	7.95	200.00	1100.00	0.04	0.03	0.10	25.00	99.62
1.00	27.82	7.93	200.00	1100.00	0.08	0.03	0.10	25.00	99.36
1.00	27.82	7.79	200.00	1100.00	0.12	0.03	0.10	25.00	97.63
1.00	27.82	7.93	200.00	1100.00	0.08	0.03	0.10	25.00	99.36
1.00	27.82	7.81	200.00	1100.00	0.08	0.04	0.10	25.00	97.93
1.00	27.82	7.79	200.00	1100.00	0.08	0.05	0.10	25.00	97.62
1.00	27.82	7.49	200.00	1100.00	0.08	0.06	0.10	25.00	93.80
1.00	27.82	7.40	100.00	1100.00	0.08	0.03	0.10	25.00	92.70
1.00	27.82	7.77	125.00	1100.00	0.08	0.03	0.10	25.00	97.40
1.00	27.82	7.22	150.00	500.00	0.04	0.03	0.10	25.00	90.48
1.00	27.82	7.26	175.00	700.00	0.04	0.03	0.10	25.00	91.03
2.00	26.56	7.75	360.00	2000.00	0.07	0.06	0.07	9.00	94.58
2.00	26.56	7.79	360.00	1840.00	0.07	0.06	0.07	9.00	95.10
2.00	26.56	7.81	360.00	1750.00	0.07	0.06	0.07	9.00	95.33
2.00	26.56	7.78	380.00	2000.00	0.07	0.06	0.07	9.00	95.02
2.00	26.56	7.83	380.00	1840.00	0.07	0.06	0.07	9.00	95.64
2.00	26.56	7.85	380.00	1750.00	0.07	0.06	0.07	9.00	95.83
2.00	26.56	7.72	400.00	2000.00	0.07	0.06	0.07	9.00	94.27
2.00	26.56	7.79	400.00	1840.00	0.07	0.06	0.07	9.00	95.13
2.00	26.56	7.87	400.00	1750.00	0.07	0.06	0.07	9.00	96.08
2.00	30.00	8.10	170.00	500.00	0.08	0.04	0.40	89.99	98.55
2.00	30.00	8.15	170.00	600.00	0.08	0.04	0.40	89.99	99.10
2.00	30.00	8.13	170.00	700.00	0.08	0.04	0.40	89.99	98.89
2.00	30.00	8.09	170.00	800.00	0.08	0.04	0.40	89.99	98.44
2.00	30.00	8.11	170.00	1000.00	0.08	0.04	0.40	89.99	98.64
2.00	30.00	8.06	170.00	1200.00	0.08	0.04	0.40	89.99	98.01
2.00	30.00	8.13	220.00	500.00	0.08	0.04	0.40	89.99	98.85
2.00	30.00	8.12	220.00	600.00	0.08	0.04	0.40	89.99	98.84
2.00	30.00	8.12	220.00	700.00	0.08	0.04	0.40	89.99	98.73
2.00	30.00	8.13	220.00	800.00	0.08	0.04	0.40	89.99	98.92
2.00	30.00	8.12	220.00	1000.00	0.08	0.04	0.40	89.99	98.74
2.00	30.00	8.10	220.00	1200.00	0.08	0.04	0.40	89.99	98.49
2.00	30.00	8.04	270.00	500.00	0.08	0.04	0.40	89.99	97.76
2.00	30.00	8.10	270.00	600.00	0.08	0.04	0.40	89.99	98.58
2.00	30.00	8.11	270.00	700.00	0.08	0.04	0.40	89.99	98.69
2.00	30.00	8.08	270.00	800.00	0.08	0.04	0.40	89.99	98.32
2.00	30.00	8.08	270.00	1000.00	0.08	0.04	0.40	89.99	98.33
2.00	30.00	8.07	270.00	1200.00	0.08	0.04	0.40	89.99	98.22
2.00	30.00	8.04	320.00	500.00	0.08	0.04	0.40	89.99	97.85
2.00	30.00	8.11	320.00	600.00	0.08	0.04	0.40	89.99	98.72
2.00	30.00	8.14	320.00	700.00	0.08	0.04	0.40	89.99	99.00
2.00	30.00	8.14	320.00	800.00	0.08	0.04	0.40	89.99	98.97
2.00	30.00	8.13	320.00	1000.00	0.08	0.04	0.40	89.99	98.85
2.00	30.00	8.06	320.00	1200.00	0.08	0.04	0.40	89.99	98.10
2.00	30.00	8.07	370.00	500.00	0.08	0.04	0.40	89.99	98.22
2.00	30.00	8.08	370.00	600.00	0.08	0.04	0.40	89.99	98.31
2.00	30.00	8.08	370.00	700.00	0.08	0.04	0.40	89.99	98.34
2.00	30.00	8.14	370.00	800.00	0.08	0.04	0.40	89.99	98.97
2.00	30.00	8.12	370.00	1000.00	0.08	0.04	0.40	89.99	98.78
2.00	30.00	8.10	370.00	1200.00	0.08	0.04	0.40	89.99	98.51
2.00	30.00	8.09	170.00	500.00	0.10	0.04	0.40	89.99	98.38
2.00	30.00	8.09	170.00	600.00	0.10	0.04	0.40	89.99	98.39
2.00	30.00	8.10	170.00	700.00	0.10	0.04	0.40	89.99	98.53
2.00	30.00	8.14	170.00	800.00	0.10	0.04	0.40	89.99	99.02
2.00	30.00	8.08	170.00	1000.00	0.10	0.04	0.40	89.99	98.26
2.00	30.00	7.90	170.00	1200.00	0.10	0.04	0.40	89.99	96.14
2.00	30.00	8.13	220.00	500.00	0.10	0.04	0.40	89.99	98.85
2.00	30.00	8.12	220.00	600.00	0.10	0.04	0.40	89.99	98.84
2.00	30.00	8.12	220.00	700.00	0.10	0.04	0.40	89.99	98.73
2.00	30.00	8.13	220.00	800.00	0.10	0.04	0.40	89.99	98.92
2.00	30.00	8.12	220.00	1000.00	0.10	0.04	0.40	89.99	98.74
2.00	30.00	8.10	220.00	1200.00	0.10	0.04	0.40	89.99	98.49
2.00	30.00	8.12	270.00	500.00	0.10	0.04	0.40	89.99	98.75
2.00	30.00	8.15	270.00	600.00	0.10	0.04	0.40	89.99	99.13
2.00	30.00	8.18	270.00	700.00	0.10	0.04	0.40	89.99	99.56
2.00	30.00	8.14	270.00	800.00	0.10	0.04	0.40	89.99	99.05
2.00	30.00	8.09	270.00	1000.00	0.10	0.04	0.40	89.99	98.45
2.00	30.00	8.12	270.00	1200.00	0.10	0.04	0.40	89.99	98.73
2.00	30.00	8.07	320.00	500.00	0.10	0.04	0.40	89.99	98.16
2.00	30.00	8.11	320.00	600.00	0.10	0.04	0.40	89.99	98.62
2.00	30.00	8.14	320.00	700.00	0.10	0.04	0.40	89.99	99.05
2.00	30.00	8.11	320.00	800.00	0.10	0.04	0.40	89.99	98.64
2.00	30.00	8.12	320.00	1000.00	0.10	0.04	0.40	89.99	98.74
2.00	30.00	8.07	320.00	1200.00	0.10	0.04	0.40	89.99	98.13
2.00	30.00	8.09	370.00	500.00	0.10	0.04	0.40	89.99	98.44
2.00	30.00	8.08	370.00	600.00	0.10	0.04	0.40	89.99	98.34
2.00	30.00	8.14	370.00	700.00	0.10	0.04	0.40	89.99	99.02
2.00	30.00	8.07	370.00	800.00	0.10	0.04	0.40	89.99	98.17
2.00	30.00	8.09	370.00	1000.00	0.10	0.04	0.40	89.99	98.45
2.00	30.00	8.09	370.00	1200.00	0.10	0.04	0.40	89.99	98.38
2.00	30.00	8.07	170.00	500.00	0.12	0.04	0.40	89.99	98.12
2.00	30.00	8.10	170.00	600.00	0.12	0.04	0.40	89.99	98.55
2.00	30.00	8.10	170.00	700.00	0.12	0.04	0.40	89.99	98.56
2.00	30.00	8.09	170.00	800.00	0.12	0.04	0.40	89.99	98.40
2.00	30.00	7.93	170.00	1000.00	0.12	0.04	0.40	89.99	96.49
2.00	30.00	7.65	170.00	1200.00	0.12	0.04	0.40	89.99	93.11
2.00	30.00	8.09	220.00	500.00	0.12	0.04	0.40	89.99	98.45
2.00	30.00	8.12	220.00	600.00	0.12	0.04	0.40	89.99	98.81
2.00	30.00	8.09	220.00	700.00	0.12	0.04	0.40	89.99	98.41
2.00	30.00	8.11	220.00	800.00	0.12	0.04	0.40	89.99	98.70
2.00	30.00	8.11	220.00	1000.00	0.12	0.04	0.40	89.99	98.63
2.00	30.00	8.01	220.00	1200.00	0.12	0.04	0.40	89.99	97.47
2.00	30.00	8.11	270.00	500.00	0.12	0.04	0.40	89.99	98.66
2.00	30.00	8.14	270.00	600.00	0.12	0.04	0.40	89.99	99.01
2.00	30.00	8.12	270.00	700.00	0.12	0.04	0.40	89.99	98.79
2.00	30.00	8.12	270.00	800.00	0.12	0.04	0.40	89.99	98.82
2.00	30.00	8.10	270.00	1000.00	0.12	0.04	0.40	89.99	98.53
2.00	30.00	8.10	270.00	1200.00	0.12	0.04	0.40	89.99	98.51
2.00	30.00	8.07	320.00	500.00	0.12	0.04	0.40	89.99	98.16
2.00	30.00	8.15	320.00	600.00	0.12	0.04	0.40	89.99	99.17
2.00	30.00	8.14	320.00	700.00	0.12	0.04	0.40	89.99	99.06
2.00	30.00	8.13	320.00	800.00	0.12	0.04	0.40	89.99	98.92
2.00	30.00	8.12	320.00	1000.00	0.12	0.04	0.40	89.99	98.74
2.00	30.00	8.11	320.00	1200.00	0.12	0.04	0.40	89.99	98.62
2.00	30.00	8.05	370.00	500.00	0.12	0.04	0.40	89.99	97.92
2.00	30.00	8.06	370.00	600.00	0.12	0.04	0.40	89.99	98.07
2.00	30.00	8.09	370.00	700.00	0.12	0.04	0.40	89.99	98.45
2.00	30.00	8.07	370.00	800.00	0.12	0.04	0.40	89.99	98.16
2.00	30.00	8.08	370.00	1000.00	0.12	0.04	0.40	89.99	98.32
2.00	30.00	8.06	370.00	1200.00	0.12	0.04	0.40	89.99	98.11
2.00	22.50	7.70	90.00	100.00	0.08	0.03	0.11	7.99	94.03
2.00	22.50	8.11	90.00	200.00	0.08	0.03	0.11	7.99	99.03
2.00	22.50	8.14	90.00	300.00	0.08	0.03	0.11	7.99	99.45
2.00	22.50	8.16	90.00	400.00	0.08	0.03	0.11	7.99	99.62
2.00	22.50	8.15	90.00	600.00	0.08	0.03	0.11	7.99	99.49
2.00	22.50	8.17	90.00	800.00	0.08	0.03	0.11	7.99	99.70
2.00	22.50	7.88	90.00	1200.00	0.08	0.03	0.11	7.99	96.19
2.00	22.50	7.07	90.00	1600.00	0.08	0.03	0.11	7.99	86.37
2.00	22.50	7.43	150.00	1200.00	0.15	0.02	0.10	4.00	87.70
2.00	22.50	7.66	150.00	2000.00	0.20	0.02	0.10	4.00	90.40
2.00	22.50	7.51	100.00	2000.00	0.20	0.02	0.10	4.00	89.60
2.00	22.50	7.59	150.00	2000.00	0.25	0.02	0.10	4.00	88.70
2.00	37.40	8.17	245.00	755.00	0.09	0.05	0.08	1.00	99.73
2.00	29.56	8.17	150.00	800.00	0.06	0.03	0.07	24.83	99.12
2.00	29.56	8.18	150.00	900.00	0.07	0.03	0.07	24.83	99.26
2.00	29.56	7.92	150.00	1000.00	0.08	0.03	0.07	24.83	96.13
2.00	29.56	7.86	150.00	1100.00	0.09	0.03	0.07	24.83	95.43
2.00	29.56	7.60	150.00	1200.00	0.10	0.03	0.07	24.83	92.28
2.00	29.56	8.21	160.00	800.00	0.07	0.03	0.07	24.83	99.68
2.00	29.56	8.10	160.00	900.00	0.08	0.03	0.07	24.83	98.33
2.00	29.56	8.04	160.00	1000.00	0.09	0.03	0.07	24.83	97.55
2.00	29.56	7.79	160.00	1100.00	0.10	0.03	0.07	24.83	94.48
2.00	29.56	8.13	160.00	1200.00	0.06	0.03	0.07	24.83	98.62
2.00	29.56	8.20	170.00	800.00	0.08	0.03	0.07	24.83	99.57
2.00	29.56	8.13	170.00	900.00	0.09	0.03	0.07	24.83	98.63
2.00	29.56	8.03	170.00	1000.00	0.10	0.03	0.07	24.83	97.43
2.00	29.56	8.18	170.00	1100.00	0.06	0.03	0.07	24.83	99.23
2.00	29.56	8.04	170.00	1200.00	0.07	0.03	0.07	24.83	97.55
2.00	29.56	8.17	180.00	800.00	0.09	0.03	0.07	24.83	99.15
2.00	29.56	8.08	180.00	900.00	0.10	0.03	0.07	24.83	98.02
2.00	29.56	8.20	180.00	1000.00	0.06	0.03	0.07	24.83	99.53
2.00	29.56	8.15	180.00	1100.00	0.07	0.03	0.07	24.83	98.92
2.00	29.56	8.09	180.00	1200.00	0.08	0.03	0.07	24.83	98.21
2.00	29.56	8.12	190.00	800.00	0.10	0.03	0.07	24.83	98.50
2.00	29.56	8.15	190.00	900.00	0.06	0.03	0.07	24.83	98.92
2.00	29.56	8.19	190.00	1000.00	0.07	0.03	0.07	24.83	99.43
2.00	29.56	8.07	190.00	1100.00	0.08	0.03	0.07	24.83	97.88
2.00	29.56	7.98	190.00	1200.00	0.09	0.03	0.07	24.83	96.84
2.00	22.50	8.20	320.00	700.00	0.12	0.05	0.20	9.00	99.70
2.00	32.00	6.69	150.00	1500.00	0.14	0.04	0.10	42.00	81.44
2.00	32.00	6.84	160.00	1400.00	0.14	0.04	0.10	42.00	83.26
2.00	32.00	7.99	150.00	900.00	0.10	0.05	0.10	42.00	97.16
2.00	32.00	8.07	200.00	750.00	0.08	0.04	0.10	42.00	98.19
2.00	32.00	8.07	200.00	750.00	0.12	0.04	0.10	42.00	98.11
2.00	32.00	8.08	200.00	750.00	0.12	0.05	0.10	42.00	98.19
2.00	32.00	8.04	200.00	1050.00	0.08	0.04	0.10	42.00	97.73
2.00	32.00	8.02	200.00	1050.00	0.08	0.05	0.10	42.00	97.54
2.00	32.00	7.93	200.00	1050.00	0.12	0.04	0.10	42.00	96.34
2.00	32.00	7.88	200.00	1050.00	0.12	0.05	0.10	42.00	95.79
2.00	32.00	8.07	250.00	600.00	0.10	0.05	0.10	42.00	98.04
2.00	32.00	8.08	250.00	900.00	0.06	0.05	0.10	42.00	98.19
2.00	32.00	8.08	250.00	900.00	0.10	0.03	0.10	42.00	98.10
2.00	32.00	8.19	250.00	900.00	0.10	0.05	0.10	42.00	99.47
2.00	32.00	8.05	250.00	900.00	0.10	0.06	0.10	42.00	97.79
2.00	32.00	8.08	250.00	900.00	0.14	0.05	0.10	42.00	98.15
2.00	32.00	8.09	250.00	1200.00	0.10	0.05	0.10	42.00	98.24
2.00	32.00	8.13	300.00	750.00	0.08	0.04	0.10	42.00	98.68
2.00	32.00	8.05	300.00	750.00	0.08	0.05	0.10	42.00	97.73
2.00	32.00	8.06	300.00	750.00	0.12	0.04	0.10	42.00	97.87
2.00	32.00	8.09	300.00	750.00	0.12	0.05	0.10	42.00	98.24
2.00	32.00	8.06	300.00	1050.00	0.08	0.04	0.10	42.00	97.80
2.00	32.00	8.03	300.00	1050.00	0.08	0.05	0.10	42.00	97.45
2.00	32.00	7.98	300.00	1050.00	0.12	0.05	0.10	42.00	96.76
2.00	32.00	8.08	300.00	1050.00	0.12	0.04	0.10	42.00	97.96
2.00	32.00	8.10	350.00	900.00	0.10	0.05	0.10	42.00	98.21
2.00	32.00	8.02	180.00	500.00	0.05	0.04	0.10	42.00	97.25
2.00	32.00	8.06	180.00	800.00	0.08	0.04	0.10	42.00	97.73
2.00	32.00	7.95	180.00	1100.00	0.11	0.04	0.10	42.00	96.34
2.00	32.00	7.16	180.00	1400.00	0.14	0.04	0.10	42.00	86.76
2.00	32.00	7.90	230.00	500.00	0.08	0.04	0.10	42.00	95.80
2.00	32.00	8.05	230.00	800.00	0.05	0.04	0.10	42.00	97.62
2.00	32.00	8.03	230.00	1100.00	0.14	0.04	0.10	42.00	97.32
2.00	32.00	8.02	230.00	1400.00	0.11	0.04	0.10	42.00	97.13
2.00	32.00	8.01	280.00	500.00	0.11	0.04	0.10	42.00	97.00
2.00	32.00	8.04	280.00	800.00	0.14	0.04	0.10	42.00	97.41
2.00	32.00	8.01	280.00	1100.00	0.05	0.04	0.10	42.00	97.02
2.00	32.00	8.01	280.00	1400.00	0.08	0.04	0.10	42.00	96.95
2.00	32.00	8.05	330.00	500.00	0.14	0.04	0.10	42.00	97.48
2.00	32.00	8.06	330.00	800.00	0.11	0.04	0.10	42.00	97.57
2.00	32.00	8.04	330.00	1100.00	0.08	0.04	0.10	42.00	97.35
2.00	32.00	8.08	330.00	1400.00	0.05	0.04	0.10	42.00	97.75
2.00	32.50	7.68	160.00	1250.00	0.11	0.04	0.08	10.00	93.15
2.00	32.50	7.69	180.00	1080.00	0.11	0.04	0.08	10.00	93.30
2.00	32.50	8.04	200.00	920.00	0.11	0.04	0.08	10.00	97.52
2.00	32.50	8.19	280.00	960.00	0.11	0.04	0.08	10.00	99.38
2.00	32.50	8.17	180.00	455.00	0.11	0.04	0.08	10.00	99.13
2.00	32.50	8.16	200.00	410.00	0.11	0.04	0.08	10.00	99.00
2.00	32.50	7.99	160.00	285.00	0.11	0.04	0.08	10.00	96.93
2.00	32.50	7.87	320.00	520.00	0.11	0.04	0.08	10.00	95.45
2.00	32.50	7.85	280.00	400.00	0.11	0.04	0.08	10.00	95.30
2.00	32.50	7.85	320.00	410.00	0.11	0.04	0.08	10.00	95.26
2.00	39.98	7.62	168.00	1475.00	0.10	0.03	0.08	3.00	93.09
2.00	39.98	8.17	330.00	1770.00	0.10	0.03	0.08	3.00	99.77
2.00	39.98	8.18	220.00	1180.00	0.10	0.03	0.08	3.00	99.93
2.00	32.00	8.07	250.00	900.00	0.06	0.05	0.10	30.00	98.19
2.00	32.00	8.12	250.00	900.00	0.10	0.05	0.10	30.00	98.77
2.00	32.00	7.87	200.00	1050.00	0.12	0.05	0.10	30.00	95.79
2.00	32.00	8.11	300.00	750.00	0.08	0.04	0.10	30.00	98.68
2.00	32.00	8.06	250.00	600.00	0.10	0.05	0.10	30.00	98.04
2.00	32.00	8.04	300.00	1050.00	0.08	0.04	0.10	30.00	97.80
2.00	32.00	8.12	250.00	900.00	0.10	0.05	0.10	30.00	98.82
2.00	32.00	8.07	200.00	750.00	0.12	0.05	0.10	30.00	98.19
2.00	32.00	8.07	200.00	750.00	0.08	0.04	0.10	30.00	98.19
2.00	32.00	8.08	300.00	750.00	0.12	0.05	0.10	30.00	98.24
2.00	32.00	8.10	250.00	900.00	0.10	0.05	0.10	30.00	98.54
2.00	32.00	8.19	200.00	750.00	0.08	0.05	0.10	30.00	99.65
2.00	32.00	8.06	200.00	750.00	0.12	0.04	0.10	30.00	98.11
2.00	32.00	8.18	250.00	900.00	0.10	0.05	0.10	30.00	99.47
2.00	32.00	8.11	250.00	900.00	0.10	0.05	0.10	30.00	98.68
2.00	32.00	8.07	350.00	900.00	0.10	0.05	0.10	30.00	98.21
2.00	32.00	8.04	300.00	750.00	0.12	0.04	0.10	30.00	97.87
2.00	32.00	7.95	300.00	1050.00	0.12	0.05	0.10	30.00	96.76
2.00	32.00	8.02	200.00	1050.00	0.08	0.05	0.10	30.00	97.54
2.00	32.00	7.92	200.00	1050.00	0.12	0.04	0.10	30.00	96.34
2.00	32.00	8.05	300.00	1050.00	0.12	0.04	0.10	30.00	97.96
2.00	32.00	8.09	250.00	900.00	0.10	0.05	0.10	30.00	98.36
2.00	32.00	8.03	200.00	1050.00	0.08	0.04	0.10	30.00	97.73
2.00	32.00	7.99	150.00	900.00	0.10	0.05	0.10	30.00	97.16
2.00	32.00	8.04	250.00	900.00	0.10	0.06	0.10	30.00	97.79
2.00	32.00	8.08	250.00	1200.00	0.10	0.05	0.10	30.00	98.24
2.00	32.00	8.06	250.00	900.00	0.10	0.03	0.10	30.00	98.10
2.00	32.00	8.07	250.00	900.00	0.14	0.05	0.10	30.00	98.15
2.00	32.00	8.01	300.00	1050.00	0.08	0.05	0.10	30.00	97.45
2.00	32.00	8.03	300.00	750.00	0.08	0.05	0.10	30.00	97.73
2.00	31.90	8.15	155.00	540.00	0.12	0.03	0.10	18.00	99.54
2.00	31.90	8.15	155.00	540.00	0.16	0.03	0.10	18.00	99.53
2.00	31.90	8.15	155.00	680.00	0.12	0.03	0.10	18.00	99.56
2.00	31.90	8.10	155.00	680.00	0.16	0.03	0.10	18.00	98.92
2.00	31.90	8.19	175.00	610.00	0.14	0.03	0.10	18.00	99.94
2.00	31.90	8.15	195.00	540.00	0.12	0.03	0.10	18.00	99.49
2.00	31.90	8.16	195.00	540.00	0.16	0.03	0.10	18.00	99.58
2.00	31.90	8.15	195.00	680.00	0.12	0.03	0.10	18.00	99.46
2.00	31.90	8.14	195.00	680.00	0.16	0.03	0.10	18.00	99.40
2.00	31.90	8.18	155.00	540.00	0.12	0.03	0.10	18.00	99.84
2.00	31.90	8.18	155.00	540.00	0.16	0.03	0.10	18.00	99.92
2.00	31.90	8.12	155.00	680.00	0.12	0.03	0.10	18.00	99.14
2.00	31.90	7.91	155.00	680.00	0.16	0.03	0.10	18.00	96.55
2.00	31.90	8.12	175.00	610.00	0.14	0.03	0.10	18.00	99.16
2.00	31.90	7.93	195.00	540.00	0.12	0.03	0.10	18.00	96.81
2.00	31.90	7.90	195.00	540.00	0.16	0.03	0.10	18.00	96.40
2.00	31.90	7.76	195.00	680.00	0.12	0.03	0.10	18.00	94.75
2.00	31.90	7.97	195.00	680.00	0.16	0.03	0.10	18.00	97.33
3.00	30.00	3.45	50.00	500.00	0.10	0.03	0.10	16.00	77.98
3.00	30.00	2.43	50.00	750.00	0.10	0.03	0.10	16.00	54.95
3.00	30.00	2.00	50.00	1000.00	0.10	0.03	0.10	16.00	45.07
3.00	30.00	1.54	50.00	1200.00	0.11	0.03	0.10	16.00	34.84
3.00	30.00	4.42	100.00	500.00	0.10	0.03	0.10	16.00	99.83
3.00	30.00	4.16	100.00	750.00	0.10	0.03	0.10	16.00	93.94
3.00	30.00	3.54	100.00	1000.00	0.10	0.03	0.10	16.00	79.93
3.00	30.00	3.32	100.00	1200.00	0.10	0.03	0.10	16.00	74.93
3.00	30.00	4.08	150.00	500.00	0.10	0.03	0.10	16.00	92.17
3.00	30.00	4.43	150.00	750.00	0.10	0.03	0.10	16.00	99.95
3.00	30.00	4.43	150.00	1000.00	0.10	0.03	0.10	16.00	99.96
3.00	30.00	4.21	150.00	1200.00	0.10	0.03	0.10	16.00	95.04
3.00	30.00	4.04	195.00	500.00	0.10	0.03	0.10	16.00	91.22
3.00	30.00	4.36	195.00	750.00	0.10	0.03	0.10	16.00	98.37
3.00	30.00	4.42	195.00	1000.00	0.10	0.03	0.10	16.00	99.83
3.00	30.00	4.42	195.00	1200.00	0.10	0.03	0.10	16.00	99.84
3.00	43.00	4.32	100.00	700.00	0.12	0.05	0.08	16.00	97.59
3.00	43.00	4.37	275.00	700.00	0.12	0.05	0.08	16.00	98.68
3.00	43.00	3.28	100.00	1100.00	0.12	0.05	0.08	16.00	74.04
3.00	43.00	4.43	275.00	1100.00	0.12	0.05	0.08	16.00	99.97
3.00	43.00	4.41	275.00	1100.00	0.12	0.05	0.08	16.00	99.60
3.00	43.00	4.30	100.00	700.00	0.12	0.05	0.08	16.00	97.06
3.00	43.00	3.60	100.00	1100.00	0.12	0.05	0.08	16.00	81.33
3.00	43.00	4.40	275.00	700.00	0.12	0.05	0.08	16.00	99.37
3.00	43.00	4.42	275.00	1100.00	0.12	0.05	0.08	16.00	99.69
3.00	43.00	4.37	100.00	700.00	0.12	0.05	0.08	16.00	98.68
3.00	43.00	4.40	275.00	700.00	0.12	0.05	0.08	16.00	99.43
3.00	43.00	3.65	100.00	1100.00	0.12	0.05	0.08	16.00	82.33
3.00	43.00	4.04	100.00	1100.00	0.12	0.05	0.08	16.00	91.17
3.00	43.00	4.38	100.00	700.00	0.12	0.05	0.08	16.00	98.93
3.00	43.00	4.40	275.00	1100.00	0.12	0.05	0.08	16.00	99.35
3.00	43.00	4.41	275.00	700.00	0.12	0.05	0.08	16.00	99.51
3.00	31.06	4.14	40.00	200.00	0.04	0.02	0.07	16.00	93.15
3.00	31.06	4.07	60.00	200.00	0.05	0.02	0.07	16.00	91.61
3.00	31.06	4.16	80.00	200.00	0.06	0.02	0.07	16.00	93.75
3.00	31.06	4.19	100.00	200.00	0.07	0.02	0.07	16.00	94.44
3.00	31.06	3.89	40.00	200.00	0.05	0.03	0.07	16.00	87.51
3.00	31.06	4.10	60.00	200.00	0.04	0.03	0.07	16.00	92.25
3.00	31.06	4.11	80.00	200.00	0.07	0.03	0.07	16.00	92.47
3.00	31.06	4.03	100.00	200.00	0.06	0.03	0.07	16.00	90.83
3.00	31.06	3.97	40.00	200.00	0.06	0.03	0.07	16.00	89.48
3.00	31.06	3.83	60.00	200.00	0.07	0.03	0.07	16.00	86.26
3.00	31.06	4.04	80.00	200.00	0.04	0.03	0.07	16.00	90.89
3.00	31.06	4.08	100.00	200.00	0.05	0.03	0.07	16.00	91.82
3.00	31.06	3.72	40.00	200.00	0.07	0.04	0.07	16.00	83.85
3.00	31.06	3.91	60.00	200.00	0.06	0.04	0.07	16.00	88.06
3.00	31.06	3.99	80.00	200.00	0.05	0.04	0.07	16.00	89.81
3.00	31.06	3.84	100.00	200.00	0.04	0.04	0.07	16.00	86.59
3.00	35.00	4.33	50.00	300.00	0.07	0.03	0.09	24.00	97.73
3.00	35.00	4.33	50.00	300.00	0.09	0.03	0.09	24.00	97.71
3.00	35.00	4.33	50.00	300.00	0.10	0.03	0.09	24.00	97.76
3.00	35.00	4.21	50.00	300.00	0.12	0.03	0.09	24.00	95.10
3.00	35.00	4.40	60.00	300.00	0.08	0.03	0.09	24.00	99.39
3.00	35.00	4.41	60.00	400.00	0.08	0.03	0.09	24.00	99.59
3.00	35.00	4.36	60.00	500.00	0.08	0.03	0.09	24.00	98.53
3.00	35.00	4.24	60.00	600.00	0.08	0.03	0.09	24.00	95.66
3.00	35.00	4.40	70.00	400.00	0.07	0.03	0.09	24.00	99.23
3.00	35.00	4.41	70.00	400.00	0.08	0.03	0.09	24.00	99.66
3.00	35.00	4.42	70.00	400.00	0.10	0.03	0.09	24.00	99.70
3.00	35.00	4.41	70.00	400.00	0.12	0.03	0.09	24.00	99.55
3.00	35.00	4.42	80.00	300.00	0.09	0.03	0.09	24.00	99.71
3.00	35.00	4.42	80.00	400.00	0.09	0.03	0.09	24.00	99.72
3.00	35.00	4.36	80.00	500.00	0.09	0.03	0.09	24.00	98.48
3.00	35.00	4.41	80.00	600.00	0.09	0.03	0.09	24.00	99.63
3.00	35.00	4.41	90.00	600.00	0.07	0.03	0.09	24.00	99.53
3.00	35.00	4.42	90.00	600.00	0.08	0.03	0.09	24.00	99.74
3.00	35.00	4.41	90.00	600.00	0.09	0.03	0.09	24.00	99.55
3.00	35.00	4.40	90.00	600.00	0.12	0.03	0.09	24.00	99.31
3.00	35.00	4.42	100.00	300.00	0.12	0.03	0.09	24.00	99.75
3.00	35.00	4.42	100.00	400.00	0.12	0.03	0.09	24.00	99.77
3.00	35.00	4.42	100.00	500.00	0.12	0.03	0.09	24.00	99.70
3.00	35.00	4.40	100.00	600.00	0.12	0.03	0.09	24.00	99.43
3.00	30.00	4.34	90.00	600.00	0.07	0.03	0.20	25.00	97.95
3.00	30.00	4.32	90.00	650.00	0.07	0.03	0.20	25.00	97.43
3.00	30.00	4.36	90.00	700.00	0.08	0.03	0.20	25.00	98.43
3.00	30.00	4.21	90.00	750.00	0.08	0.03	0.20	25.00	95.11
3.00	30.00	4.19	90.00	800.00	0.09	0.03	0.20	25.00	94.51
3.00	30.00	4.30	95.00	600.00	0.07	0.03	0.20	25.00	97.14
3.00	30.00	4.30	95.00	650.00	0.08	0.03	0.20	25.00	96.98
3.00	30.00	4.31	95.00	700.00	0.08	0.03	0.20	25.00	97.38
3.00	30.00	4.30	95.00	750.00	0.09	0.03	0.20	25.00	97.16
3.00	30.00	4.33	95.00	800.00	0.07	0.03	0.20	25.00	97.73
3.00	30.00	4.35	100.00	600.00	0.08	0.03	0.20	25.00	98.13
3.00	30.00	4.34	100.00	650.00	0.08	0.03	0.20	25.00	98.07
3.00	30.00	4.28	100.00	700.00	0.09	0.03	0.20	25.00	96.51
3.00	30.00	4.26	100.00	750.00	0.07	0.03	0.20	25.00	96.22
3.00	30.00	4.31	100.00	800.00	0.07	0.03	0.20	25.00	97.24
3.00	30.00	4.31	105.00	600.00	0.08	0.03	0.20	25.00	97.39
3.00	30.00	4.31	105.00	650.00	0.09	0.03	0.20	25.00	97.26
3.00	30.00	4.34	105.00	700.00	0.07	0.03	0.20	25.00	97.96
3.00	30.00	4.31	105.00	750.00	0.07	0.03	0.20	25.00	97.23
3.00	30.00	4.27	105.00	800.00	0.08	0.03	0.20	25.00	96.44
